Frame,uiPartAddr,CU_X,CU_Y,CU_Height,CU_Width,MV_X,MV_Y
3,0,128,64,32,16,0,0
3,16,128,64,32,16,1,0
3,0,160,64,32,16,0,0
3,16,160,64,32,16,1,0
3,0,128,96,32,32,0,0
3,0,160,96,16,16,0,0
3,0,176,96,16,16,1,0
3,0,160,112,16,16,0,0
3,0,176,112,16,16,0,0
3,0,192,64,16,16,1,0
3,0,208,64,16,16,0,0
3,0,192,80,16,16,1,0
3,0,208,80,16,16,0,0
3,0,224,64,16,16,0,0
3,0,240,64,16,16,0,0
3,0,224,80,16,16,0,0
3,0,240,80,16,16,0,0
3,0,192,96,16,32,1,-1
3,32,192,96,16,32,0,1
3,0,224,96,16,16,1,-1
3,0,240,96,16,16,1,-1
3,0,224,112,16,16,1,-1
3,0,240,112,16,16,1,-1
3,0,256,64,64,64,0,0
3,0,320,64,64,64,0,0
3,0,384,64,64,64,0,0
3,0,448,64,64,64,0,0
3,0,512,64,32,32,0,0
3,0,544,64,32,16,-83,30
3,16,544,64,32,16,-39,15
3,0,512,96,32,32,-311,120
3,0,544,96,16,16,-40,-35
3,0,560,96,12,16,-40,-35
3,10,560,96,4,16,-22,1
3,0,544,112,8,16,-311,120
3,8,544,112,8,16,-109,3
3,0,560,112,8,8,-22,1
3,0,568,112,8,8,-19,1
3,0,560,120,8,8,-26,0
3,0,568,120,8,8,-13,0
3,0,576,64,16,16,-39,13
3,0,592,64,8,8,-34,14
3,0,600,64,8,8,-34,14
3,0,592,72,8,8,-37,14
3,0,600,72,8,8,-34,14
3,0,576,80,16,16,-39,15
3,0,592,80,16,16,-39,15
3,0,608,64,16,16,-37,17
3,0,624,64,16,16,-73,41
3,0,608,80,16,16,-37,17
3,0,624,80,16,4,-37,17
3,1,624,80,16,12,0,0
3,0,576,96,8,16,-34,14
3,8,576,96,8,16,-32,38
3,0,592,96,4,16,-39,15
3,2,592,96,12,16,-34,14
3,0,592,112,16,16,0,0
3,0,608,96,8,8,-34,14
3,0,616,96,8,8,0,0
3,0,608,104,8,8,0,0
3,0,616,104,8,8,0,0
3,0,624,96,16,16,0,0
3,0,608,112,16,16,0,0
3,0,624,112,16,16,0,0
3,0,640,64,8,8,-73,41
3,0,648,64,8,8,0,0
3,0,640,72,8,4,-73,41
3,1,640,72,8,4,0,0
3,0,648,72,8,8,0,0
3,0,656,64,16,16,0,0
3,0,640,80,16,16,0,0
3,0,656,80,16,16,0,0
3,0,672,64,32,32,0,0
3,0,640,96,32,32,0,0
3,0,672,96,32,32,0,0
3,0,704,64,64,64,0,0
3,0,768,64,64,64,0,0
3,0,0,128,64,32,0,-1
3,64,0,128,64,32,0,1
3,0,64,128,32,32,0,0
3,0,96,128,32,32,0,0
3,0,64,160,16,16,0,1
3,0,80,160,16,16,0,1
3,0,64,176,16,16,1,-7
3,0,80,176,8,8,0,1
3,0,88,176,8,8,0,1
3,0,80,184,8,8,-7,-14
3,0,88,184,8,8,-94,28
3,0,96,160,16,16,0,1
3,0,112,160,16,16,0,1
3,0,96,176,4,16,0,0
3,2,96,176,12,16,-96,28
3,0,112,176,4,16,-107,28
3,2,112,176,12,16,-107,30
3,0,128,128,32,8,0,-1
3,4,128,128,32,24,1,-1
3,0,160,128,32,32,1,-1
3,0,128,160,16,32,1,-1
3,32,128,160,16,32,-113,27
3,0,160,160,16,16,1,-1
3,0,176,160,16,16,1,-1
3,0,160,176,8,8,1,-1
3,0,168,176,8,8,1,-1
3,0,160,184,8,8,-113,27
3,0,176,176,16,16,1,-1
3,0,192,128,32,24,1,-1
3,20,192,128,32,8,0,0
3,0,224,128,32,32,0,0
3,0,192,160,32,32,1,-1
3,0,224,160,32,32,0,0
3,0,256,128,64,64,0,0
3,0,320,128,16,16,0,0
3,0,336,128,16,16,0,0
3,0,320,144,16,16,0,0
3,0,336,144,8,8,0,0
3,0,344,144,8,8,0,0
3,0,336,152,8,8,0,0
3,0,344,152,4,8,0,0
3,2,344,152,4,8,-21,20
3,0,352,128,16,16,0,0
3,0,368,128,16,16,0,0
3,0,352,144,16,4,0,0
3,1,352,144,16,12,-51,47
3,0,368,144,16,16,-42,43
3,0,320,160,16,16,0,0
3,0,336,160,16,4,0,0
3,1,336,160,16,12,-26,20
3,0,320,176,8,16,0,0
3,8,320,176,8,16,-54,62
3,0,336,176,16,16,-54,62
3,0,352,160,32,8,-52,50
3,4,352,160,32,24,-26,26
3,0,384,128,16,16,0,0
3,0,400,128,16,16,0,0
3,0,392,144,8,8,0,0
3,0,384,152,8,8,-26,26
3,0,400,144,16,16,0,0
3,0,416,128,32,32,0,0
3,0,384,160,8,8,-26,26
3,0,392,160,8,8,-26,26
3,0,384,168,8,8,-26,26
3,0,392,168,8,4,-26,26
3,1,392,168,8,4,0,0
3,0,400,160,16,16,0,0
3,0,384,176,16,12,-27,25
3,5,384,176,16,4,0,0
3,0,400,176,16,16,0,0
3,0,416,160,32,32,0,0
3,0,448,128,64,64,0,0
3,0,512,128,16,16,0,0
3,0,528,128,8,8,-311,120
3,0,536,128,8,8,-311,120
3,0,528,136,4,8,-311,120
3,2,528,136,4,8,-10,6
3,0,536,136,8,8,-10,6
3,0,512,144,8,16,0,0
3,8,512,144,8,16,-11,9
3,0,528,144,8,8,-10,6
3,0,536,144,8,4,-10,6
3,1,536,144,8,4,0,3
3,0,528,152,4,8,-5,5
3,2,528,152,4,8,2,5
3,0,536,152,8,4,-19,0
3,1,536,152,8,4,-3,0
3,0,544,128,16,16,-10,6
3,0,560,128,8,4,-10,6
3,1,560,128,8,4,-26,0
3,0,560,136,8,4,-10,6
3,1,560,136,8,4,-20,12
3,0,544,144,16,16,0,0
3,0,560,144,16,16,0,0
3,0,512,160,32,24,3,3
3,20,512,160,32,8,0,0
3,0,544,160,32,32,0,0
3,0,584,128,8,8,-12,-6
3,0,592,128,16,16,0,0
3,0,576,144,16,16,0,0
3,0,592,144,16,16,0,0
3,0,608,128,32,32,0,0
3,0,576,160,32,32,0,0
3,0,608,160,32,32,0,0
3,0,640,128,64,64,0,0
3,0,704,128,64,64,0,0
3,0,768,128,64,64,0,0
3,0,0,192,32,32,-5,2
3,0,32,192,32,16,-16,-49
3,16,32,192,32,16,-32,-98
3,0,88,192,8,8,-94,28
3,0,80,200,8,8,-94,28
3,0,72,208,8,8,-94,28
3,0,72,216,8,8,-94,28
3,0,80,208,16,16,-94,43
3,0,96,192,32,32,-94,43
3,0,80,224,16,16,-94,43
3,0,96,224,32,32,-94,43
3,0,128,192,24,32,-101,30
3,40,128,192,8,32,-94,43
3,0,160,192,8,16,-113,27
3,8,160,192,8,16,-101,30
3,0,176,192,16,8,-101,30
3,4,176,192,16,8,1,-1
3,0,160,208,16,16,-94,43
3,0,176,208,16,16,-94,43
3,0,128,224,32,32,-94,43
3,0,160,224,32,32,-91,41
3,0,192,192,16,16,1,-1
3,0,208,192,16,16,1,-1
3,0,192,208,16,16,-91,41
3,0,208,208,16,16,1,-1
3,0,224,192,32,32,0,0
3,0,192,224,16,16,-91,41
3,0,208,224,16,16,1,-1
3,0,192,240,16,16,1,-1
3,0,208,240,16,16,1,-1
3,0,224,224,32,32,0,0
3,0,256,192,32,32,0,0
3,0,288,192,16,16,0,0
3,0,304,192,16,16,-20,30
3,0,288,208,8,16,-62,86
3,8,288,208,8,16,-54,21
3,0,304,208,8,8,-31,37
3,0,312,208,8,8,-31,37
3,0,304,216,8,8,-31,37
3,0,312,216,8,8,-31,37
3,0,256,224,32,32,0,0
3,0,304,224,8,8,0,0
3,0,304,232,8,8,0,0
3,0,288,240,16,16,0,0
3,0,304,240,8,16,-26,35
3,8,304,240,8,16,-23,27
3,0,320,192,16,16,-25,29
3,0,336,192,16,16,-25,29
3,0,320,208,8,8,-20,30
3,0,328,208,8,8,-20,30
3,0,320,216,8,8,-31,37
3,0,328,216,8,8,-20,30
3,0,336,208,16,16,-19,33
3,0,352,192,16,16,-19,26
3,0,368,192,4,16,-27,25
3,2,368,192,12,16,-22,22
3,0,352,208,8,16,-34,50
3,8,352,208,8,16,-15,29
3,0,368,208,16,16,-15,29
3,0,320,224,16,4,-31,37
3,1,320,224,16,12,-17,31
3,0,336,224,16,8,-24,42
3,4,336,224,16,8,-12,21
3,0,320,240,16,16,-15,31
3,0,336,240,4,16,-15,31
3,2,336,240,12,16,-12,29
3,0,352,224,16,8,-13,27
3,4,352,224,16,8,-13,29
3,0,368,224,16,16,-8,19
3,0,352,240,8,16,-12,29
3,8,352,240,8,16,-21,55
3,0,368,240,8,16,-8,19
3,8,368,240,8,16,-10,30
3,0,384,192,16,8,-22,22
3,4,384,192,16,8,0,0
3,0,400,192,16,16,0,0
3,0,384,208,8,8,-15,29
3,0,392,208,8,8,-22,22
3,0,384,216,8,8,-13,21
3,0,392,216,4,8,-16,21
3,2,392,216,4,8,-13,21
3,0,400,208,16,8,-32,37
3,4,400,208,16,8,0,0
3,0,416,192,32,32,0,0
3,0,384,224,8,16,-12,24
3,8,384,224,8,16,-8,19
3,0,400,224,16,8,-30,37
3,4,400,224,16,8,0,0
3,0,384,240,16,16,-10,30
3,0,400,240,16,4,-14,17
3,1,400,240,16,12,0,0
3,0,416,224,32,32,0,0
3,0,448,192,64,64,0,0
3,0,512,192,64,64,0,0
3,0,576,192,64,64,0,0
3,0,640,192,64,64,0,0
3,0,704,192,64,64,0,0
3,0,768,192,64,64,0,0
3,0,0,256,32,32,66,111
3,0,32,256,32,16,48,114
3,16,32,256,32,16,24,87
3,0,0,288,32,16,2,2
3,16,0,288,32,16,66,111
3,0,32,288,16,16,66,111
3,0,32,304,16,16,66,111
3,0,48,304,16,16,2,2
3,0,64,256,16,16,44,133
3,0,80,256,16,8,32,95
3,4,80,256,16,8,-91,43
3,0,64,272,16,8,24,87
3,4,64,272,16,8,32,95
3,0,80,272,16,16,32,95
3,0,96,256,16,16,-91,43
3,0,112,256,16,16,-91,43
3,0,64,288,16,16,4,12
3,0,80,288,16,16,32,95
3,0,64,304,16,16,4,12
3,0,80,304,16,16,0,0
3,0,96,288,16,16,32,95
3,0,112,288,16,16,32,95
3,0,96,304,16,16,0,0
3,0,112,304,16,16,0,0
3,0,128,256,32,32,-95,33
3,0,160,256,16,16,-95,33
3,0,176,256,16,16,-95,33
3,0,160,272,8,8,-95,33
3,0,168,272,8,8,-1,2
3,0,160,280,8,8,-1,2
3,0,168,280,8,8,-1,2
3,0,176,272,16,16,-1,2
3,0,128,288,32,32,0,0
3,0,160,288,32,32,0,0
3,0,192,256,64,64,0,0
3,0,256,256,32,32,0,0
3,0,288,256,16,16,0,0
3,0,304,256,8,8,-23,27
3,0,312,256,8,8,-15,31
3,0,304,264,8,8,-15,27
3,0,312,264,4,8,-12,46
3,2,312,264,4,8,-5,46
3,0,288,272,8,8,0,0
3,0,296,272,8,8,-15,27
3,0,288,280,8,8,0,0
3,0,296,280,4,8,-3,0
3,2,296,280,4,8,9,-7
3,0,304,272,8,8,-11,26
3,0,312,272,8,8,-11,30
3,0,304,280,8,8,-11,26
3,0,312,280,8,8,-11,30
3,0,256,288,32,32,0,0
3,0,288,288,8,8,0,0
3,0,296,288,8,8,-6,27
3,0,288,296,8,8,0,0
3,0,296,296,4,8,-5,9
3,2,296,296,4,8,-2,6
3,0,304,288,8,8,-6,27
3,0,312,288,8,8,-11,30
3,0,304,296,8,8,-2,6
3,0,312,296,8,8,-2,6
3,0,288,304,16,8,0,0
3,4,288,304,16,8,-2,6
3,0,304,304,16,16,-5,13
3,0,320,256,8,8,-15,31
3,0,328,256,8,8,-15,31
3,0,320,264,8,8,-5,46
3,0,328,264,8,8,-5,46
3,0,336,256,16,16,-12,29
3,0,320,272,8,8,-5,46
3,0,328,272,8,4,-5,46
3,1,328,272,8,4,-12,36
3,0,320,280,8,8,-11,30
3,0,328,280,8,8,-11,30
3,0,336,272,16,16,-11,30
3,0,352,256,8,16,-10,26
3,8,352,256,8,16,-12,29
3,0,368,256,8,8,-10,26
3,0,368,264,8,8,-10,26
3,0,352,272,16,16,-11,30
3,0,368,272,8,8,-12,29
3,0,376,272,8,4,-8,26
3,1,376,272,8,4,-9,13
3,0,368,280,8,8,-12,29
3,0,376,280,8,8,-12,29
3,0,320,288,16,16,-11,30
3,0,336,288,4,16,-11,30
3,2,336,288,12,16,-10,28
3,0,328,304,8,8,-30,39
3,0,320,312,8,8,-21,19
3,0,328,312,8,8,-30,39
3,0,336,304,16,16,-30,39
3,0,352,288,16,16,-16,28
3,0,368,288,8,4,-30,59
3,1,368,288,8,4,-16,55
3,0,376,288,8,8,-16,55
3,0,368,296,8,8,-16,28
3,0,376,296,8,8,-16,28
3,0,352,312,8,4,-30,42
3,1,352,312,8,4,-17,56
3,0,360,312,8,8,-17,56
3,0,368,304,16,16,0,0
3,0,384,256,16,16,-9,13
3,0,400,256,8,8,-9,13
3,0,408,256,8,8,0,0
3,0,400,264,8,8,0,0
3,0,408,264,8,8,0,0
3,0,384,272,16,16,-6,22
3,0,400,272,16,8,-12,105
3,4,400,272,16,8,0,0
3,0,416,256,32,32,0,0
3,0,384,288,32,24,-12,29
3,20,384,288,32,8,0,0
3,0,416,288,32,32,0,0
3,0,448,256,64,64,0,0
3,0,512,256,64,64,0,0
3,0,576,256,64,64,0,0
3,0,640,256,64,64,0,0
3,0,704,256,64,64,0,0
3,0,768,256,64,64,-1,0
3,0,0,320,64,64,0,-2
3,0,64,320,64,64,0,-2
3,0,128,320,64,64,0,0
3,0,192,320,64,64,0,0
3,0,256,320,16,16,0,0
3,0,272,320,16,16,0,0
3,0,256,336,16,16,0,0
3,0,272,336,16,16,0,3
3,0,288,320,16,16,-2,6
3,0,288,336,8,8,-2,6
3,0,296,336,8,8,-2,6
3,0,288,344,8,8,-2,6
3,0,296,344,8,4,-1,3
3,1,296,344,8,4,0,0
3,0,304,336,8,8,0,0
3,0,312,336,8,8,-13,55
3,0,312,344,8,8,-13,55
3,0,256,352,32,24,0,0
3,20,256,352,32,8,-1,6
3,0,288,352,8,8,-1,6
3,0,296,352,8,8,-13,24
3,0,288,360,8,8,-1,6
3,0,296,360,8,8,-13,24
3,0,288,368,8,8,-1,6
3,0,296,368,8,8,-23,24
3,0,288,376,8,8,0,0
3,0,296,376,8,8,-1,6
3,0,304,368,8,8,-23,24
3,0,312,368,8,8,18,27
3,0,304,376,8,8,-23,24
3,0,312,376,8,8,-23,24
3,0,320,320,8,16,-30,39
3,8,320,320,8,16,-28,46
3,0,336,320,16,16,-28,46
3,0,320,336,16,16,-28,46
3,0,336,336,16,16,6,9
3,0,352,320,16,16,18,27
3,0,368,320,16,16,0,0
3,0,352,336,16,16,6,9
3,0,368,336,16,16,6,9
3,0,320,352,16,16,6,9
3,0,336,352,16,16,0,0
3,0,320,368,16,16,0,0
3,0,336,368,16,16,0,0
3,0,352,352,32,32,6,9
3,0,384,320,32,32,6,9
3,0,416,320,32,32,0,0
3,0,384,352,32,32,0,0
3,0,416,352,32,32,6,9
3,0,448,320,32,32,0,0
3,0,480,320,32,32,0,0
3,0,448,352,32,32,0,0
3,0,480,352,16,16,0,0
3,0,496,352,8,8,0,0
3,0,504,352,8,8,28,-4
3,0,496,360,8,8,28,-4
3,0,504,360,8,8,27,-1
3,0,480,368,8,16,0,0
3,8,480,368,8,16,23,-7
3,0,504,368,8,8,27,-1
3,0,496,376,8,8,23,-4
3,0,504,376,8,8,23,-4
3,0,512,320,16,16,0,0
3,0,528,320,16,16,0,0
3,0,512,336,8,16,0,0
3,8,512,336,8,16,26,4
3,0,528,336,16,16,-3,-5
3,0,544,320,32,32,0,0
3,0,512,352,8,8,26,4
3,0,520,352,8,8,26,4
3,0,512,360,8,8,27,-1
3,0,520,360,8,8,27,-1
3,0,528,352,16,16,43,8
3,0,512,368,16,16,23,-4
3,0,528,368,16,16,23,-4
3,0,544,352,8,8,21,4
3,0,552,352,8,8,21,4
3,0,544,360,8,8,21,4
3,0,552,360,8,8,21,4
3,0,560,352,16,16,0,0
3,0,544,368,8,8,43,8
3,0,552,368,8,8,21,4
3,0,544,376,8,8,43,8
3,0,552,376,8,8,21,4
3,0,560,368,16,16,0,0
3,0,576,320,64,64,0,0
3,0,640,320,64,64,0,0
3,0,704,320,64,64,0,0
3,0,768,320,64,64,0,0
3,0,0,384,64,64,0,-2
3,0,64,384,64,64,0,-2
3,0,128,384,64,64,0,-2
3,0,192,384,32,32,0,-2
3,0,192,416,16,16,0,-2
3,0,208,416,16,16,0,-2
3,0,192,432,16,16,0,-2
3,0,208,432,8,8,0,-2
3,0,216,432,8,8,25,-73
3,0,208,440,8,8,0,-2
3,0,224,416,16,16,-5,-67
3,0,240,416,16,16,-5,-67
3,0,256,384,32,32,0,0
3,0,288,384,32,32,0,0
3,0,256,416,8,8,-5,-67
3,0,264,416,8,8,0,0
3,0,256,424,8,8,-5,-67
3,0,264,424,8,8,-5,-67
3,0,272,416,16,16,-33,-67
3,0,256,432,8,16,-5,-67
3,8,256,432,8,16,26,-46
3,0,272,432,16,16,26,-46
3,0,304,416,8,8,37,-45
3,0,312,416,8,8,0,0
3,0,304,424,8,8,37,-45
3,0,312,424,8,8,37,-45
3,0,288,432,16,16,52,-89
3,0,320,384,32,32,0,0
3,0,352,384,32,32,0,0
3,0,336,416,16,16,0,0
3,0,336,432,16,16,0,0
3,0,352,416,32,32,0,0
3,0,384,384,32,32,0,0
3,0,416,384,32,32,0,0
3,0,384,416,32,32,0,0
3,0,416,416,32,32,0,0
3,0,448,384,16,16,0,0
3,0,464,384,8,8,0,0
3,0,464,392,8,8,0,0
3,0,448,400,16,16,0,0
3,0,480,384,16,8,23,-7
3,4,480,384,16,8,20,-4
3,0,496,384,16,16,20,-4
3,0,480,400,16,4,23,-7
3,1,480,400,16,12,15,-6
3,0,496,400,16,16,20,-4
3,0,464,416,16,16,23,-7
3,0,480,416,16,16,23,-7
3,0,496,416,16,8,15,-6
3,4,496,416,16,8,23,-1
3,0,488,432,8,8,22,-18
3,0,480,440,8,8,22,-15
3,0,488,440,8,8,29,-21
3,0,496,432,16,16,23,-7
3,0,512,384,16,16,20,-4
3,0,536,384,8,8,23,-4
3,0,528,392,8,4,24,-2
3,1,528,392,8,4,21,5
3,0,536,392,8,8,21,5
3,0,512,400,16,16,38,3
3,0,528,400,16,16,41,2
3,0,552,384,8,8,21,4
3,0,544,392,8,8,21,5
3,0,544,400,8,8,21,5
3,0,544,408,8,8,21,5
3,0,552,408,8,8,21,5
3,0,568,400,8,8,31,0
3,0,560,408,8,8,39,-12
3,0,568,408,8,8,39,-12
3,0,512,416,16,4,23,-1
3,1,512,416,16,12,41,2
3,0,528,416,16,16,21,5
3,0,512,432,8,8,23,-7
3,0,520,432,8,8,21,5
3,0,512,440,8,8,23,-7
3,0,520,440,8,8,23,-7
3,0,528,432,16,4,21,5
3,1,528,432,16,12,36,-2
3,0,544,416,8,8,21,5
3,0,552,416,8,8,21,5
3,0,544,424,8,8,21,5
3,0,560,416,16,16,39,-12
3,0,544,432,16,8,34,-10
3,4,544,432,16,8,24,-2
3,0,560,432,16,16,24,-2
3,0,576,384,32,32,0,0
3,0,608,384,32,32,0,0
3,0,576,416,32,16,41,-24
3,16,576,416,32,16,0,0
3,0,608,416,32,32,0,0
3,0,640,384,64,64,0,0
3,0,704,384,64,64,0,0
3,0,768,384,64,64,0,0
3,0,0,448,32,32,0,-2
3,0,32,448,32,32,0,-2
3,0,64,448,32,32,0,-2
3,0,96,448,32,32,0,-2
3,0,128,448,32,32,0,-2
3,0,160,448,32,32,0,0
3,0,192,448,16,16,0,0
3,0,192,464,16,16,0,0
3,0,208,464,8,8,0,0
3,0,208,472,8,8,0,0
3,0,216,472,8,8,0,0
3,0,240,448,8,8,26,-43
3,0,248,448,8,8,26,-43
3,0,240,456,8,8,26,-43
3,0,248,456,8,8,26,-43
3,0,232,464,8,8,26,-43
3,0,224,472,8,8,0,0
3,0,232,472,8,8,0,0
3,0,240,464,8,8,26,-43
3,0,248,464,8,8,26,-43
3,0,240,472,8,8,26,-43
3,0,248,472,8,8,26,-43
3,0,256,448,16,16,26,-43
3,0,272,448,16,16,33,-46
3,0,256,464,16,16,30,-46
3,0,272,464,16,16,33,-46
3,0,288,448,32,32,60,-86
3,0,320,448,8,8,60,-86
3,0,328,448,8,8,30,-46
3,0,320,456,8,8,60,-86
3,0,328,456,8,8,60,-86
3,0,320,464,16,16,60,-86
3,0,336,464,16,4,60,-86
3,1,336,464,16,12,0,0
3,0,352,448,32,32,0,0
3,0,384,448,32,32,0,0
3,0,416,448,16,16,0,0
3,0,416,464,16,16,0,0
3,0,432,464,16,16,0,0
3,0,448,464,16,4,0,0
3,1,448,464,16,12,69,-30
3,0,464,464,16,16,38,-15
3,0,480,448,32,32,38,-15
3,0,512,448,16,16,23,-7
3,0,528,448,16,4,23,-7
3,1,528,448,16,12,48,-25
3,0,512,464,16,16,38,-15
3,0,592,448,16,16,0,0
3,0,584,464,8,8,0,0
3,0,584,472,8,8,0,0
3,0,592,464,16,16,0,0
3,0,608,448,32,32,0,0
3,0,640,448,32,32,0,0
3,0,672,448,32,32,0,0
3,0,704,448,32,32,0,0
3,0,736,448,32,32,0,0
3,0,768,448,32,32,0,0
3,0,800,448,32,32,0,0
4,0,0,0,32,64,0,0
4,128,0,0,32,64,1,1
4,0,64,0,8,32,0,0
4,8,64,0,24,32,1,1
4,0,96,0,32,32,-1,2
4,0,64,32,16,16,1,1
4,0,80,32,16,16,-1,2
4,0,64,48,16,8,1,1
4,4,64,48,16,8,0,1
4,0,80,48,8,16,1,1
4,8,80,48,8,16,0,1
4,0,96,32,16,16,1,1
4,0,112,32,16,16,1,1
4,0,96,48,16,16,1,1
4,0,112,48,4,8,1,1
4,2,112,48,4,8,1,3
4,0,120,48,4,8,1,1
4,2,120,48,4,8,1,3
4,0,112,56,8,4,1,3
4,1,112,56,8,4,0,0
4,0,120,56,4,8,0,0
4,2,120,56,4,8,-1,1
4,0,128,0,16,16,0,1
4,0,144,0,16,16,0,1
4,0,128,16,16,16,1,1
4,0,144,16,8,8,3,0
4,0,152,16,8,8,0,1
4,0,144,24,8,8,1,1
4,0,152,24,8,8,1,1
4,0,160,0,16,16,0,1
4,0,176,0,8,8,0,1
4,0,184,0,8,8,1,1
4,0,176,8,8,8,0,1
4,0,184,8,4,8,0,1
4,2,184,8,4,8,0,0
4,0,160,16,8,8,0,1
4,0,168,16,8,8,0,1
4,0,160,24,8,8,0,1
4,0,168,24,8,8,2,0
4,0,176,16,16,16,0,1
4,0,128,32,8,32,0,1
4,8,128,32,24,32,-1,1
4,0,160,32,8,8,0,1
4,0,168,32,4,8,0,1
4,2,168,32,4,8,0,1
4,0,160,40,4,8,0,2
4,2,160,40,4,8,0,0
4,0,168,40,8,8,0,1
4,0,176,32,16,16,0,1
4,0,160,48,16,12,0,0
4,5,160,48,16,4,0,1
4,0,176,48,16,16,0,0
4,0,192,0,8,8,0,1
4,0,200,0,8,8,0,0
4,0,192,8,8,8,0,0
4,0,200,8,8,8,0,1
4,0,208,0,12,16,1,1
4,10,208,0,4,16,0,0
4,0,192,16,8,8,0,0
4,0,200,16,8,8,0,0
4,0,192,24,8,8,0,1
4,0,200,24,8,8,0,0
4,0,208,16,4,16,0,1
4,2,208,16,12,16,0,0
4,0,224,0,16,32,0,1
4,32,224,0,16,32,1,0
4,0,192,32,16,16,0,1
4,0,208,32,16,16,0,1
4,0,192,48,16,16,0,1
4,0,208,48,16,16,0,1
4,0,224,32,32,32,1,1
4,0,256,0,8,16,0,2
4,8,256,0,8,16,0,1
4,0,272,0,16,16,2,0
4,0,256,16,8,8,0,1
4,0,264,16,8,4,0,1
4,1,264,16,8,4,2,0
4,0,256,24,8,8,0,1
4,0,264,24,8,8,0,1
4,0,272,16,16,16,2,0
4,0,288,0,8,8,2,0
4,0,296,0,8,8,0,0
4,0,288,8,8,4,2,0
4,1,288,8,8,4,0,1
4,0,296,8,8,8,0,1
4,0,304,0,16,16,0,0
4,0,288,16,16,16,2,0
4,0,304,16,16,16,0,1
4,0,256,32,16,16,0,1
4,0,272,32,8,8,2,0
4,0,280,32,8,8,2,0
4,0,272,40,8,8,1,1
4,0,280,40,8,8,2,0
4,0,256,48,16,16,1,1
4,0,272,48,16,16,1,1
4,0,288,32,16,16,3,0
4,0,304,32,16,16,1,1
4,0,288,48,16,16,2,0
4,0,304,48,16,16,2,0
4,0,320,0,16,16,0,1
4,0,336,0,8,8,0,1
4,0,344,0,8,8,2,7
4,0,336,8,8,8,0,1
4,0,344,8,8,8,0,1
4,0,320,16,16,16,1,1
4,0,336,16,16,16,0,1
4,0,352,0,12,16,0,0
4,10,352,0,4,16,0,1
4,0,368,0,8,8,0,0
4,0,376,0,8,8,-1,1
4,0,376,8,8,8,-13,14
4,0,352,16,16,16,0,1
4,0,368,16,16,16,0,1
4,0,320,32,32,32,0,1
4,0,352,32,32,32,0,1
4,0,384,0,64,64,0,1
4,0,448,0,32,32,0,1
4,0,480,0,32,32,3,0
4,0,448,32,32,32,0,0
4,0,480,32,32,32,0,1
4,0,512,0,32,32,3,0
4,0,544,0,16,16,3,0
4,0,560,0,16,16,3,0
4,0,544,16,8,8,3,0
4,0,552,16,8,8,0,0
4,0,544,24,8,8,3,0
4,0,552,24,8,8,3,0
4,0,560,16,16,16,-30,15
4,0,512,32,32,32,0,0
4,0,576,0,8,8,0,0
4,0,584,0,8,8,0,0
4,0,576,8,4,8,0,0
4,2,576,8,4,8,-33,14
4,0,584,8,8,8,-33,14
4,0,592,0,4,16,-82,28
4,2,592,0,12,16,-67,29
4,0,576,16,4,16,-30,15
4,2,576,16,12,16,-31,12
4,0,592,16,16,8,-31,12
4,4,592,16,16,8,-62,27
4,0,608,0,16,32,-35,15
4,32,608,0,16,32,-33,15
4,0,576,32,16,16,-33,8
4,0,592,32,16,8,-36,12
4,4,592,32,16,8,-35,13
4,0,576,48,16,8,-85,35
4,4,576,48,16,8,-37,15
4,0,592,48,8,8,-35,13
4,0,600,48,8,8,-36,12
4,0,592,56,8,8,-72,24
4,0,600,56,8,8,-37,19
4,0,608,32,8,4,-35,13
4,1,608,32,8,4,-33,17
4,0,616,32,8,8,-33,15
4,0,608,40,8,8,-35,13
4,0,616,40,8,8,-33,17
4,0,624,32,16,8,-36,17
4,4,624,32,16,8,0,0
4,0,608,48,16,16,-37,18
4,0,624,48,16,12,-37,18
4,5,624,48,16,4,0,0
4,0,640,0,16,12,-35,15
4,5,640,0,16,4,0,0
4,0,656,0,16,16,0,0
4,0,640,16,8,8,-33,15
4,0,648,16,8,4,-33,15
4,1,648,16,8,4,0,0
4,0,648,24,8,8,0,0
4,0,656,16,16,16,0,0
4,0,672,0,32,32,0,0
4,0,640,32,16,16,0,0
4,0,656,32,16,16,0,1
4,0,640,48,16,16,0,0
4,0,656,48,16,16,0,0
4,0,672,32,16,16,0,1
4,0,688,32,16,16,0,1
4,0,672,48,16,16,0,0
4,0,688,48,16,16,0,1
4,0,704,0,64,64,0,1
4,0,768,0,64,64,0,0
4,0,0,64,32,8,1,1
4,4,0,64,32,24,1,1
4,0,32,64,32,16,1,1
4,16,32,64,32,16,1,0
4,0,0,96,32,32,0,1
4,0,32,96,32,32,-1,2
4,0,64,64,32,16,0,1
4,16,64,64,32,16,1,1
4,0,96,64,16,8,0,1
4,4,96,64,16,8,1,1
4,0,112,64,8,8,0,1
4,0,120,64,8,8,0,1
4,0,112,72,8,8,0,0
4,0,120,72,8,8,0,1
4,0,96,80,16,16,1,1
4,0,112,80,4,16,0,1
4,2,112,80,12,16,1,1
4,0,64,96,8,8,0,1
4,0,72,96,8,8,1,1
4,0,64,104,8,8,0,1
4,0,72,104,8,8,0,1
4,0,80,96,8,8,1,1
4,0,88,96,8,8,0,0
4,0,80,104,8,8,0,1
